set,goal,success,mode,elapsed_s,had_sorry,verified_ok,cut_off
hol_main_hard,totalp_on A R \<Longrightarrow> x \<in> A \<Longrightarrow> y \<in> A \<Longrightarrow> x \<noteq> y \<Longrightarrow> R x y \<or> R y x,True,success,64.20,False,True,False
hol_main_hard,|\<Union>(\<Union>((\<lambda>f. f x) ` X))| \<le>o hbd \<Longrightarrow> |(Union \<circ> collect X) x| \<le>o hbd,False,sorry_leak,119.54,True,True,False
hol_main_mid,(A \<inter> B) \<times> C = A \<times> C \<inter> B \<times> C,True,success,5.85,False,True,False
hol_main_mid,(LIM x F. f x :> at_top) \<longleftrightarrow> (\<forall>Z. eventually (\<lambda>x. Z < f x) F),False,deadline_overrun,128.20,True,True,False
hol_main_mid,(\<And>P. eventually P F' \<Longrightarrow> eventually P F) \<Longrightarrow> F \<le> F',True,success,64.17,False,True,False
hol_main_mid,"(\<And>a. a \<in> A \<Longrightarrow> (a, a) \<notin> r) \<Longrightarrow> irrefl_on A r",True,success,38.20,False,True,False
hol_main_mid,(\<And>n. f n = g n) \<Longrightarrow> f sums c \<longleftrightarrow> g sums c,True,success,9.22,False,True,False
hol_main_mid,(\<And>x y. R x y \<Longrightarrow> f x < f y) \<Longrightarrow> wfp R,False,deadline_overrun,126.47,True,True,False
hol_main_mid,(\<And>x. P (f x) = Q x) \<Longrightarrow> f -` (Collect P) = Collect Q,True,success,7.07,False,True,False
hol_main_mid,(\<Sum>k\<le>m. (2 * m + 1 choose k)) = 2 ^ (2 * m),True,success,55.89,False,True,False
hol_main_mid,(\<lambda>n. if n \<in> A then f n else g n) sums S',False,sorry_leak,114.37,True,True,False
hol_main_mid,"(\<lambda>x y. (x, y) \<in> R) \<le> (\<lambda>x y. (x, y) \<in> S) \<longleftrightarrow> R \<subseteq> S",True,success,9.38,False,True,False
hol_main_mid,(a::'a::cancel_comm_monoid_add) + b = a \<longleftrightarrow> b = 0,True,success,9.14,False,True,False
hol_main_mid,(a::'a::group_add) + b = 0 \<Longrightarrow> - a = b,True,success,63.57,False,True,False
hol_main_mid,(a::'a::normalization_semidom) div unit_factor a = normalize a,True,success,9.18,False,True,False
hol_main_mid,(a::'a::ordered_ab_group_add) < - b \<longleftrightarrow> b < - a,True,success,32.62,False,True,False
hol_main_mid,(a::'a::semiring_gcd) dvd gcd b c \<Longrightarrow> a dvd c,True,success,9.29,False,True,False
hol_main_mid,(a::'a::semiring_modulo) - a mod b = b * (a div b),True,success,32.85,False,True,False
hol_main_mid,(a::'a::semiring_no_zero_divisors) * b = 0 \<longleftrightarrow> a = 0 \<or> b = 0,True,success,9.23,False,True,False
hol_main_mid,(f :: 'a \<Rightarrow> 'b) = g \<Longrightarrow> f x = g x,True,success,7.23,False,True,False
hol_main_mid,(filter P xs = []) = (\<forall>x\<in>set xs. \<not> P x),True,success,38.14,False,True,False
hol_main_mid,(i::'a::linordered_semidom) + k \<le> n \<Longrightarrow> n \<le> j + k \<Longrightarrow> n - k \<le> j,True,success,63.44,False,True,False
hol_main_mid,(if P then if Q then x else y else y) = (if P \<and> Q then x else y),True,success,9.26,False,True,False
hol_main_mid,(inf r (\<noteq>))\<^sup>*\<^sup>* = r\<^sup>*\<^sup>*,True,success,77.25,False,True,False
hol_main_mid,(k::'a::semiring_gcd_mult_normalize) * lcm a b = lcm (k * a) (k * b) * unit_factor k,True,success,33.64,False,True,False
hol_main_mid,"(x, y) \<in> f <*mlex*> R \<longleftrightarrow> f x < f y \<or> f x = f y \<and> (x, y) \<in> R",True,success,38.26,False,True,False
hol_main_mid,"(x, y) \<in> inv_image r f \<longleftrightarrow> (f x, f y) \<in> r",True,success,9.24,False,True,False
hol_main_mid,(x::'a::preorder) < y \<Longrightarrow> (\<not> y < x) \<longleftrightarrow> True,True,success,38.05,False,True,False
hol_main_mid,(y::'a::semilattice_inf) \<le> x \<Longrightarrow> x \<sqinter> y = y,False,sorry_leak,103.87,True,True,False
hol_main_mid,0 < (a::'a::ordered_cancel_comm_monoid_add) \<Longrightarrow> b \<le> c \<Longrightarrow> b < a + c,True,success,63.39,False,True,False
hol_main_mid,A = B \<longleftrightarrow> A \<subseteq> B \<and> B \<subseteq> A,True,success,7.01,False,True,False
hol_main_mid,A \<subseteq> B \<Longrightarrow> x \<in> A \<longrightarrow> x \<in> B,True,success,7.07,False,True,False
hol_main_mid,"A \<times> insert y B = (\<lambda>x. (x, y)) ` A \<union> A \<times> B",True,success,7.09,False,True,False
hol_main_mid,Collect P = {} \<longleftrightarrow> (\<forall>x. \<not> P x),True,success,7.21,False,True,False
hol_main_mid,Domain (A \<inter> B) \<subseteq> Domain A \<inter> Domain B,True,success,7.24,False,True,False
hol_main_mid,"Field (insert (a, b) r) = {a, b} \<union> Field r",True,success,9.23,False,True,False
hol_main_mid,P \<le> Q \<Longrightarrow> P x y \<Longrightarrow> Q x y,True,success,7.23,False,True,False
hol_main_mid,Suc (card {k. Suc k \<in> M \<and> k < i}) = card {k \<in> M. k < Suc i},False,deadline_overrun,133.25,True,True,False
hol_main_mid,\<And>x. x \<in> N \<Longrightarrow> f x = g x,False,deadline_overrun,125.17,True,True,False
hol_main_mid,\<exists>(b::'a::linear_continuum). a < b \<or> b < a,True,success,40.92,False,True,False
hol_main_mid,\<exists>(x::'a::linorder). x \<noteq> y \<and> P,False,deadline_overrun,127.48,True,True,False
hol_main_mid,"\<forall>x. (x, x) \<notin> r\<^sup>+ \<Longrightarrow> (x, y) \<in> r \<Longrightarrow> x \<noteq> y",True,success,7.22,False,True,False
hol_main_mid,\<lbrakk>(l::'a::linorder) \<le> m; m \<le> u\<rbrakk> \<Longrightarrow> {l..m} \<union> {m<..u} = {l..u},True,success,9.22,False,True,False
hol_main_mid,\<lbrakk>\<exists>\<^sub>\<le>\<^sub>1x. P x; P a\<rbrakk> \<Longrightarrow> (THE x. P x) = a,True,success,63.62,False,True,False
hol_main_mid,\<not> (n::'a::canonically_ordered_monoid_add) < 0,True,success,9.02,False,True,False
hol_main_mid,\<not> P x \<Longrightarrow> takeWhile P (xs @ (x#l)) = takeWhile P xs,True,success,32.61,False,True,False
hol_main_mid,\<top> \<le> (a::'a::order_top) \<longleftrightarrow> a = \<top>,False,sorry_leak,103.26,True,True,False
hol_main_mid,a \<circ> b = c \<circ> d \<Longrightarrow> a (b v) = c (d v),True,success,35.24,False,True,False
hol_main_mid,"acyclic (insert (y, x) r) \<longleftrightarrow> acyclic r \<and> (x, y) \<notin> r\<^sup>*",True,success,7.02,False,True,False
hol_main_mid,"antisymp_on A (\<lambda>x y. (x, y) \<in> r) \<longleftrightarrow> antisym_on A r",True,success,50.84,False,True,False
hol_main_mid,bij_betw f A A' \<Longrightarrow> a' \<in> A' \<Longrightarrow> f (inv_into A f a') = a',True,success,37.10,False,True,False
hol_main_mid,bij_betw f A B \<Longrightarrow> bij_betw (the_inv_into A f) B A,True,success,35.19,False,True,False
hol_main_mid,c \<in> A \<inter> B \<Longrightarrow> c \<in> B,True,success,7.13,False,True,False
hol_main_mid,card (A - {x}) = (if x \<in> A then card A - 1 else card A),True,success,7.09,False,True,False
hol_main_mid,coprime ((a::'a::algebraic_semidom) * c) (b * c) \<longleftrightarrow> is_unit c \<and> coprime a b,True,success,9.33,False,True,False
hol_main_mid,coprime 0 (a::'a::algebraic_semidom) \<longleftrightarrow> is_unit a,True,success,9.22,False,True,False
hol_main_mid,disjnt (insert a X) Y \<longleftrightarrow> a \<notin> Y \<and> disjnt X Y,True,success,9.14,False,True,False
hol_main_mid,distinct xs \<Longrightarrow> distinct (minus_list_set xs ys),True,success,32.62,False,True,False
hol_main_mid,distinct xs \<Longrightarrow> distinct ys \<Longrightarrow> distinct (List.product xs ys),False,deadline_overrun,128.41,True,True,False
hol_main_mid,drop n xs = [] \<longleftrightarrow> length xs \<le> n,True,success,9.22,False,True,False
hol_main_mid,equiv A r \<Longrightarrow> equiv (lists A) (listrel r),True,success,32.63,False,True,False
hol_main_mid,"eventually (\<lambda>x::'a::{no_bot, linorder}. x \<noteq> c) at_bot",True,success,9.26,False,True,False
hol_main_mid,f -` (f ` A) = {y. \<exists>x\<in>A. f x = f y},True,success,55.73,False,True,False
hol_main_mid,f x = None \<Longrightarrow> dom f - insert x A = dom f - A,True,success,7.22,False,True,False
hol_main_mid,finite A \<longleftrightarrow> (\<exists>n f. A = f ` {i::nat. i < n}),False,deadline_overrun,134.28,True,True,False
hol_main_mid,foldl g a (map f xs) = foldl (\<lambda>a x. g a (f x)) a xs,True,success,50.15,False,True,False
hol_main_mid,foldr f xs a = foldl (\<lambda>x y. f y x) a (rev xs),True,success,54.52,False,True,False
hol_main_mid,i \<le> j \<Longrightarrow> j \<le> k \<Longrightarrow> [i..k] = [i..j-1] @ [j..k],True,success,63.38,False,True,False
hol_main_mid,inj f \<Longrightarrow> (map f xs = map f ys) = (xs = ys),True,success,9.13,False,True,False
hol_main_mid,inj f \<Longrightarrow> filtermap f F = filtermap f G \<longleftrightarrow> F = G,True,success,38.72,False,True,False
hol_main_mid,inj_on f (insert a A) \<longleftrightarrow> inj_on f A \<and> f a \<notin> f ` (A - {a}),True,success,7.13,False,True,False
hol_main_mid,inj_on f A \<Longrightarrow> f x = y \<Longrightarrow> x \<in> A \<Longrightarrow> the_inv_into A f y = x,True,success,82.04,False,True,False
hol_main_mid,irrefl_on B r \<Longrightarrow> A \<subseteq> B \<Longrightarrow> irrefl_on A r,True,success,38.35,False,True,False
hol_main_mid,j - k \<le> i \<longleftrightarrow> j \<le> i + k,True,success,28.07,False,True,False
hol_main_mid,k \<le> m \<Longrightarrow> k \<le> n \<Longrightarrow> m - k \<le> n - k \<longleftrightarrow> m \<le> n,True,success,28.22,False,True,False
hol_main_mid,left_unique A \<Longrightarrow> left_unique (rel_set A),True,success,43.13,False,True,False
hol_main_mid,length (transpose xs) = (if xs = [] then 0 else length (xs ! 0)),False,deadline_overrun,129.12,True,True,False
hol_main_mid,m \<ge> n \<Longrightarrow> gcd (m - n) n = gcd m n,False,sorry_leak,112.24,True,True,False
hol_main_mid,m \<noteq> n \<longleftrightarrow> m < n \<or> n < m,True,success,28.31,False,True,False
hol_main_mid,map_filter_on X f F = Abs_filter (\<lambda>P. eventually (\<lambda>x. P (f x) \<and> x \<in> X) F),True,success,49.11,False,True,False
hol_main_mid,mono Q \<Longrightarrow> mono (\<lambda>i x. Q i (f x)),True,success,50.72,False,True,False
hol_main_mid,n < length xs \<Longrightarrow> (map f xs)!n = f(xs!n),True,success,9.09,False,True,False
hol_main_mid,n < length xs \<Longrightarrow> take n xs @ [hd (drop n xs)] = take (Suc n) xs,True,success,32.85,False,True,False
hol_main_mid,n \<le> m \<Longrightarrow> Suc m - n = Suc (m - n),True,success,9.13,False,True,False
hol_main_mid,nat x \<le> n \<longleftrightarrow> x \<le> int n,True,success,9.24,False,True,False
hol_main_mid,nat_of_natural (max k l) = max (nat_of_natural k) (nat_of_natural l),True,success,9.22,False,True,False
hol_main_mid,p \<in> R\<^sup>* \<Longrightarrow> \<exists>n. p \<in> R ^^ n,True,success,63.56,False,True,False
hol_main_mid,prefix xs (ys @ [y]) \<longleftrightarrow> xs = ys @ [y] \<or> prefix xs ys,False,sorry_leak,119.85,True,True,False
hol_main_mid,prefix xs ys \<Longrightarrow> set xs \<subseteq> set ys,False,deadline_overrun,142.27,True,True,False
hol_main_mid,r \<le> s \<Longrightarrow> antisymp s \<Longrightarrow> antisymp r,True,success,63.62,False,True,False
hol_main_mid,"r `` s = {y. \<exists>x\<in>s. (x, y) \<in> r}",True,success,7.14,False,True,False
hol_main_mid,rel_set (eq_onp P) = eq_onp (\<lambda>A. Ball A P),True,success,50.80,False,True,False
hol_main_mid,replicate (length (filter (\<lambda>y. x = y) xs)) x = filter (\<lambda>y. x = y) xs,True,success,38.84,False,True,False
hol_main_mid,size_list f (map g xs) = size_list (f \<circ> g) xs,True,success,9.18,False,True,False
hol_main_mid,strict_antimono_on S f \<longleftrightarrow> antimono_on S f \<and> inj_on f S,False,deadline_overrun,127.57,True,True,False
hol_main_mid,subseq (zs @ xs) (zs @ ys) \<longleftrightarrow> subseq xs ys,False,sorry_leak,109.85,True,True,False
hol_main_mid,totalp_on A R \<Longrightarrow> totalp_on A (tranclp R),True,success,39.07,False,True,False
hol_main_mid,totalp_on A R\<inverse>\<inverse> = totalp_on A R,True,success,9.27,False,True,False
hol_main_mid,x \<notin> set xs \<Longrightarrow> (f(xs[\<mapsto>]ys)) x = f x,True,success,9.21,False,True,False
hol_main_mid,xs \<in> set (suffixes ys) \<longleftrightarrow> suffix xs ys,False,sorry_leak,108.38,True,True,False
hol_main_mid,"y < x \<Longrightarrow> Sup {y..<x::'a::{conditionally_complete_linorder, dense_linorder}} = x",True,success,9.31,False,True,False
hol_main_mid,zs \<in> shuffles xs ys \<Longrightarrow> z # zs \<in> shuffles (z # xs) ys,True,success,32.84,False,True,False
